Gender;Height ( inch );Weight ( libre );Height_old_meter;Weight_old_kg;Height_meter;Weight_kg
Male;70,19241426;198,1411753;1,782887322;89,8753253;1,82;124,08
Female;63,70113971;152,9049628;1,618008949;69,35652446;1,36;55,04
Male;69,00429955;196,3623362;1,752709209;89,06845746;1,56;136,74
Male;69,94498603;182,3462185;1,776602645;82,71085341;1,81;60,26
Male;73,56929781;216,6177778;1,868660164;98,25617122;1,8;70,2
Male;66,1180621;181,0141079;1,679398777;82,10661821;1,64;80,94
Female;61,2176125;124,5237858;1,554927358;56,48303912;1,31;93,96
Female;68,11141864;154,7858828;1,730030033;70,20969542;1,86;85,68
Female;62,93076044;149,6588227;1,598441315;67,88410008;1,77;135,89
Male;64,76656601;159,0765877;1,645070777;72,15592643;1,4;64,8
Female;64,79870466;143,8262648;1,645887098;65,23849632;1,38;96,8
Male;65,10293487;159,1047536;1,653614546;72,16870226;1,31;52,65
Female;65,88076207;159,8732014;1,673371357;72,51726432;1,55;122,85
Female;66,02123191;141,6562452;1,676939291;64,25419199;1,37;78,3
Male;64,83380413;164,5965816;1,646778625;74,65975354;1,79;130,29
Female;60,04233796;129,1415951;1,525075384;58,57764219;1,59;89,38
Female;60,85899001;114,2140344;1,545818346;51,80661455;1,53;51,5
Female;66,75907054;150,8813297;1,695680392;68,43861993;1,37;108,75
Male;67,77763687;191,4982206;1,721551976;86,86213173;1,85;124,2
Female;69,6417708;186,2064562;1,768900978;84,46182778;1,62;107,52
Female;61,48963366;119,3303412;1,561836695;54,12733228;1,51;94,94
Male;63,76404949;157,5119383;1,619606857;71,4462134;1,51;102,01
Female;66,03555149;151,8734428;1,677303008;68,88863486;1,67;143,91
Male;71,22952896;182,8087315;1,809230036;82,92064578;1,31;93,15
Male;71,7023601;214,7876983;1,821239947;97,42606112;1,81;163,75
Male;69,29273802;187,7453519;1,760035546;85,15985912;1,66;85,84
Female;62,56137112;123,0376322;1,589058826;55,80893119;1,4;93,6
Female;63,75811428;152,0395419;1,619456103;68,96397614;1,82;64,68
Female;64,72079374;143,8408398;1,643908161;65,24510743;1,5;108
Male;68,93958288;185,7787464;1,751065405;84,26782188;1,43;103,23
Female;64,79101824;140,4009132;1,645691863;63,68478297;1,88;131,1
Male;66,18187867;156,4908907;1,681019718;70,983074;1,61;71,04
Male;68,10600207;186,5825364;1,729892453;84,63241489;1,77;99,06
Male;66,55028818;179,0972488;1,69037732;81,23714554;1,82;80,52
Male;69,60588259;187,5319002;1,767989418;85,06303906;1,61;54,39
Male;70,32711641;192,4971609;1,786308757;87,31524343;1,38;38,72
Male;70,51851509;199,568441;1,791170283;90,52272213;1,5;66
Female;61,23306992;117,1441394;1,555319976;53,13568782;1,84;89,78
Female;64,56262712;137,4400865;1,639890729;62,34177457;1,65;147,2
Female;67,8187472;165,1491121;1,722596179;74,91037716;1,68;69,62
Male;69,08963143;184,4351744;1,754876638;83,65838787;1,71;150,04
Male;71,75812504;211,7374418;1,822656376;96,04248804;1,55;96,6
Female;60,00065715;95,62563818;1,524016692;43,37505985;1,52;45,9
Female;62,06377087;121,5742062;1,57641978;55,14513232;1,49;46,53
Female;64,55369757;124,1017352;1,639663918;56,29160019;1,8;53,3
Female;65,19118293;130,516731;1,655856046;59,20139334;1,37;81,78
Female;70,35001534;202,2372137;1,78689039;91,73325706;1,38;90,64
Male;73,30301022;232,2506433;1,86189646;105,3471197;1,56;116,6
Female;58,60263784;102,3196642;1,488507001;46,41141898;1,86;161,84
Female;63,59516673;145,4775395;1,615317235;65,98750192;1,67;65,52
Female;63,89539303;126,9050043;1,622942983;57,56314167;1,57;49,22
Female;66,53500864;147,5019138;1,689989219;66,90574266;1,49;75,24
Male;71,61388605;210,0399245;1,818992706;95,27250715;1,58;86,4
Female;62,70491665;142,789501;1,592704883;64,76822817;1,51;76,76
Female;63,02034801;141,4078281;1,600716839;64,14151188;1,84;84,42
Male;65,93248176;151,3846182;1,674685037;68,66690775;1,79;107,07
Male;67,08930227;164,5486457;1,704068278;74,63801018;1,89;66,72
Female;69,72927319;187,7853195;1,771123539;85,17798812;1,44;103,4
Female;64,12416537;135,0033475;1,6287538;61,23648835;1,67;87,75
Female;65,2848633;125,1310536;1,658235528;56,75849116;1,77;144,78
Male;67,18845052;169,8908229;1,706586643;77,061181;1,9;56
Male;66,6154889;165,3501008;1,692033418;75,0015441;1,3;52,8
Male;68,19420026;181,0284042;1,732132687;82,1131029;1,33;63,08
Male;68,67738441;192,1962461;1,744405564;87,17875077;1,45;110,2
Female;66,32392245;153,2200429;1,68462763;69,49944239;1,6;80,3
Male;70,94422976;190,75103;1,801983436;86,52321178;1,74;63,24
Male;71,6355007;200,7553203;1,819541718;91,06108152;1,69;154,7
Female;59,8648914;117,7294421;1,520568242;53,40117666;1,74;80,6
Male;73,33959;217,0610533;1,862825586;98,4572376;1,83;151,62
Female;60,94110303;112,4289867;1,547904017;50,99693053;1,69;74,97
Male;65,51362316;173,1788274;1,664046028;78,55259475;1,43;89,28
Male;68,43411936;194,6070531;1,738226632;88,27227443;1,88;124,2
Male;70,09134432;220,5234124;1,780320146;100,0277373;1,45;117,8
Male;65,80606287;149,2404065;1,671473997;67,69430968;1,42;67,16
Female;62,81173389;123,0912871;1,595418041;55,83326864;1,39;65,86
Female;63,28198785;128,4898543;1,607362491;58,28201753;1,58;140,4
Male;68,99565852;192,5131646;1,752489726;87,32250259;1,44;51,7
Female;63,29258532;135,1596472;1,607631667;61,3073847;1,48;115,64
Female;64,9444771;142,2561368;1,649589718;64,52629824;1,45;48,45
Female;65,87259592;155,570746;1,673163936;70,56570338;1,57;123,05
Male;70,11909775;180,2437089;1,781025083;81,7571711;1,43;40,92
Female;65,26839137;164,043947;1,657817141;74,4090827;1,59;140,61
Female;66,08468413;165,4840718;1,678550977;75,06231233;1,33;51,46
Male;63,17484691;139,9020711;1,604641112;63,458512;1,5;61
Male;69,22967912;195,2186397;1,75843385;88,54968545;1,81;129,69
Male;69,38873246;194,2304276;1,762473804;88,10143998;1,58;57,24
Female;59,24291638;108,708031;1,504770076;49,30913342;1,59;92,65
Female;64,37524972;129,3053355;1,635131343;58,65191358;1,88;91,08
Female;66,11710005;137,6100016;1,679374341;62,41884676;1,82;106,92
Female;58,67095297;98,51607861;1,490242205;44,68614158;1,45;80,75
Female;60,12149408;110,2773991;1,52708595;50,02098682;1,43;39,06
Female;69,12527479;165,830008;1,75578198;75,21922635;1,69;61,88
Female;70,12865283;151,2542704;1,781267782;68,60778298;1,5;85
Male;73,64913835;223,2898059;1,870688114;101,2825523;1,53;49,44
Female;64,09551838;149,2740995;1,628026167;67,70959257;1,53;81,37
Female;66,69905375;132,2525461;1,694155965;59,98874582;1,77;127
Male;69,99009839;206,660949;1,777748499;93,73982964;1,34;70,56
Female;60,38865261;124,9821973;1,533871776;56,69097108;1,79;100,62
Female;63,68428028;141,6517388;1,617580719;64,25214792;1,39;40,05
Male;73,16407985;213,5094923;1,858367628;96,84627663;1,69;88,06
Female;61,53194522;127,9619641;1,562911409;58,04257057;1,82;147,84
Male;72,0881801;219,2966012;1,831039775;99,47126507;1,67;95,94
Female;63,77640516;122,4596484;1,619920691;55,54676215;1,75;92,5
Female;65,16546243;145,7516344;1,655202746;66,11182928;1,79;161,25
Male;65,93409034;157,7066937;1,674725895;71,53455296;1,38;102,96
Male;67,40575512;163,4765101;1,71210618;74,15169766;1,47;47,53
Female;58,19008892;107,0571408;1,478028259;48,56030222;1,66;106,72
Female;62,79049539;145,9920454;1,594878583;66,22087787;1,54;54,08
Male;66,47639701;168,6272639;1,688500484;76,48804028;1,39;84,55
Male;66,85671744;169,3758208;1,698160623;76,82757998;1,46;48,96
Male;65,73577387;148,1405965;1,669688656;67,19544426;1,42;84,64
Female;67,9129871;163,3930023;1,724989872;74,11381915;1,46;81,6
Male;69,19685751;178,6855465;1,757600181;81,05040052;1,88;171,12
Male;72,47061849;184,4463253;1,84075371;83,66344583;1,66;110,2
Female;61,06890784;102,4023744;1,551150259;46,4489357;1,51;109,08
Female;64,16084714;138,325502;1,629685517;62,74339228;1,56;61,48
Male;64,76837226;169,8987329;1,645116655;77,06476892;1,48;53,9
Female;64,92501436;142,1181661;1,649095365;64,46371578;1,74;121,52
Male;73,4461872;203,2405837;1,865533155;92,18837804;1,51;66,66
Female;66,21368062;142,9165337;1,681827488;64,82584923;1,55;69,3
Male;69,58020822;196,1355259;1,767337289;88,96557803;1,69;141,61
Female;64,31050918;158,7451293;1,633486933;72,00557943;1,41;36,4
Female;65,89726968;150,4788514;1,67379065;68,25605884;1,56;96,46
Male;74,75875244;209,7235497;1,898872312;95,12900195;1,61;116,55
Female;63,74076247;134,1117682;1,619015367;60,83207478;1,54;70,72
Male;68,85335437;210,8690842;1,748875201;95,64860766;1,8;55,9
Female;64,00298276;141,4279406;1,625675762;64,15063476;1,59;77,39
Female;65,65612605;136,8819796;1,667665602;62,08862154;1,63;110,74
Female;67,10984048;161,5482523;1,704589948;73,27705463;1,82;125,4
Female;68,82143178;188,6918621;1,748064367;85,58918893;1,35;44,2
Male;72,55837247;198,8091869;1,842982661;90,17833026;1,46;65,28
Female;64,49729061;126,5846421;1,638231181;57,41782782;1,51;130,29
Female;64,85319827;135,013854;1,647271236;61,24125402;1,73;98,4
Male;69,69168913;190,1458649;1,770168904;86,24871351;1,87;101,38
Female;63,04338467;118,641681;1,601301971;53,81496127;1,71;95,59
Female;64,1156772;145,5098637;1,628538201;66,00216393;1,34;93,24
Female;63,83251258;132,50746;1,62134582;60,10437282;1,8;54,6
Male;68,52204945;176,7073551;1,740460056;80,153108;1,33;86,32
Female;63,020299;137,8990147;1,600715595;62,5499409;1,62;95,2
Female;66,05547263;150,9956725;1,677809005;68,49048495;1,68;101,48
Male;71,4351749;213,3377733;1,814453442;96,7683862;1,87;76,72
Male;67,7692942;170,2967629;1,721340073;77,24531229;1,49;86,13
Male;69,53486155;195,1703915;1,766185483;88,52780043;1,44;117,5
Female;63,00806713;139,393373;1,600404905;63,22777042;1,81;86,46
Female;63,80329944;124,8130688;1,620603806;56,61425568;1,4;57,6
Male;64,96634668;172,5249689;1,650145206;78,25600953;1,53;73,13
Male;66,68703847;170,7122297;1,693850777;77,43376486;1,71;67,76
Male;64,87444269;164,0927808;1,647810844;74,43123334;1,66;64,96
Male;71,45373689;210,6921477;1,814924917;95,56835062;1,54;68,64
Female;66,87420457;150,5978235;1,698604796;68,31002368;1,45;59,85
Male;69,96052189;199,8168098;1,776997256;90,63538032;1,41;45,5
Male;70,02886944;198,0959716;1,778733284;89,85482125;1,39;78,32
Male;70,45563306;192,527905;1,78957308;87,32918872;1,76;148,68
Male;70,9014608;200,4662815;1,800897104;90,92997573;1,79;100,62
Female;62,89283084;131,1304466;1,597477903;59,47977005;1,35;105,4
Female;63,32730364;144,2733824;1,608513512;65,44130545;1,85;64,8
Male;71,4777451;214,980508;1,815534726;97,51351813;1,52;57,12
Male;66,48826617;170,9898326;1,688801961;77,55968341;1,38;113,52
Female;66,69616281;156,7777396;1,694082535;71,11318647;1,52;51
Male;72,96316116;204,1810963;1,853264293;92,61498738;1,46;109,44
Male;68,76124693;181,1259735;1,746535672;82,15735959;1,58;87,48
Female;62,38104663;117,8199841;1,584478584;53,44224582;1,37;93,96
Female;62,81405346;114,3339155;1,595476958;51,8609917;1,67;88,92
Male;70,45214074;188,0988373;1,789484375;85,32019741;1,36;56,76
Female;66,29052033;139,9393937;1,683779216;63,47544124;1,54;101,92
Male;70,71371409;208,7104386;1,796128338;94,66946249;1,9;137,2
Male;72,83673969;209,4224843;1,850053188;94,99244098;1,32;86,92
Female;67,76942756;155,9028593;1,72134346;70,71634744;1,55;118,65
Male;68,38302408;185,8456168;1,736928812;84,29815378;1,88;96,6
Male;70,18999922;195,7178851;1,78282598;88,77613935;1,38;90,64
Male;65,83441968;159,3191151;1,67219426;72,265935;1,45;55,1
Male;67,6758559;179,2992321;1,71896674;81,32876363;1,42;39,56
Male;69,76865284;199,6728427;1,772123782;90,57007794;1,76;117,18
Male;68,89087213;176,1868417;1,749828152;79,91700709;1,5;74
Female;60,66153049;114,0894674;1,540802874;51,75011191;1,33;64,74
Male;64,98549836;159,1123104;1,650631658;72,17212997;1,68;75,52
Female;65,56962908;138,0020262;1,665468579;62,59666613;1,84;170,18
Male;69,37416119;183,9368603;1,762103694;83,43235639;1,37;59,16
Female;60,39851581;126,9830766;1,534122302;57,59855466;1,36;98,04
Female;62,95453353;141,1692046;1,599045152;64,03327409;1,81;98,25
Female;64,36352039;155,5734994;1,634833418;70,5669523;1,34;52,92
Male;68,49131172;193,458537;1,739679318;87,75131629;1,38;111,76
Female;59,94211972;123,4984918;1,522529841;56,01797359;1,69;90,44
Female;67,32685004;160,9635496;1,710101991;73,01183795;1,75;72,5
Male;71,86159981;194,76454;1,825284635;88,34370929;1,34;48,72
Male;72,26420577;204,4161269;1,835510827;92,72159547;1,47;55,29
Female;61,33393465;127,6554391;1,55788194;57,90353316;1,42;75,44
Female;66,14845885;162,2444575;1,680170855;73,592848;1,75;103,75
Female;64,95111283;152,9994923;1,649758266;69,39940232;1,53;41,2
Female;65,7774434;167,6862317;1,670747062;76,06119525;1,35;103,7
Female;59,13331425;129,5377088;1,501986182;58,75731634;1,43;93,93
Male;68,08498674;183,3290335;1,729358663;83,1566508;1,33;79,68
Female;63,33191304;126,1083289;1,608630591;57,20177578;1,78;147,2
Female;62,63225041;121,9863858;1,59085916;55,33209384;1,48;88,2
Male;66,20603205;180,8895546;1,681633214;82,05012178;1,74;86,8
Male;73,07565651;203,8092633;1,856121675;92,44632677;1,33;68,89
Male;70,94683597;193,5063411;1,802049634;87,77299987;1,3;94,4
Female;60,28059756;116,4681542;1,531127178;52,82906609;1,42;39,56
Female;63,11386926;124,8185301;1,603092279;56,61673289;1,45;114,95
Female;64,22915631;146,0955456;1,63142057;66,26782478;1,82;88,44
Male;69,89303775;194,5328192;1,775283159;88,2386025;1,62;110,88
Male;72,73178767;213,6839434;1,847387407;96,92540632;1,58;98,28
Male;67,65554339;178,9159401;1,718450802;81,1549053;1,57;63,13
Female;61,04344506;113,1825382;1,550503505;51,33873574;1,3;86,4
Male;66,70032038;164,0342193;1,694188138;74,40467029;1,35;43,35
Female;63,57139159;121,7805973;1,614713346;55,23874975;1,81;72,05
Male;64,44838768;162,6190973;1,636989047;73,76278175;1,41;40,04
Male;67,65252759;188,2006794;1,718374201;85,3663922;1,48;84,28
Male;68,0993798;183,3126553;1,729724247;83,14922177;1,65;71,3
Male;68,9039419;175,4450634;1,750160124;79,58054211;1,72;108,58
Female;63,90011456;142,84785;1,62306291;64,79469483;1,33;36,52
Female;63,06820292;93,4242393;1,601932354;42,37652212;1,56;76,32
Male;69,65651121;182,9422925;1,769275385;82,98122803;1,46;89,28
Male;72,61703752;199,056247;1,844472753;90,29039484;1,6;128,7
Female;63,48001009;150,4704013;1,612392256;68,25222594;1,35;44,2
Male;69,39964952;189,9399079;1,762751098;86,15529298;1,48;102,9
Female;56,76445645;79,17437583;1,441817194;35,91289278;1,61;67,71
Female;65,50272429;150,3009502;1,663769197;68,17536421;1,39;93,45
Female;61,86561423;106,7320495;1,571386601;48,41284329;1,58;115,56
Male;67,11570303;187,0738839;1,704738857;84,85528636;1,3;76
Male;69,25237481;192,4088967;1,75901032;87,27520746;1,71;127,05
Male;70,18487721;189,9158723;1,782695881;86,14439062;1,84;134
Male;70,81587986;186,5978956;1,798723348;84,6393817;1,49;82,17
Female;62,46081261;126,6795855;1,58650464;57,46089342;1,6;102,3
Female;62,88352629;149,6065554;1,597241568;67,86039203;1,47;66,93
Male;63,66468751;160,125909;1,617083063;72,63189056;1,49;88,11
Female;64,96063649;142,093483;1,650000167;64,45251972;1,51;80,8
Female;65,51692163;152,8093109;1,664129809;69,31313749;1,47;60,14
Male;67,8860138;174,6520347;1,724304751;79,22083034;1,36;74,82
Male;64,08483409;164,462737;1,627754786;74,59904265;1,4;45,9
Male;65,44212558;169,3797096;1,66222999;76,82934391;1,42;51,52
Female;62,11217359;118,9793262;1,577649209;53,96811455;1,65;132,25
Female;65,2524051;143,88833;1,65741109;65,26664862;1,65;72,45
Male;66,02473378;166,9610205;1,677028238;75,73224499;1,33;39,01
Male;67,67514787;193,5865354;1,718948756;87,80937539;1,42;49,68
Female;65,33201383;144,8066197;1,659433151;65,68317782;1,35;69,7
Female;67,15275578;149,0243367;1,705679997;67,59630207;1,46;68,16
Male;68,4078482;177,1107388;1,737559344;80,33607976;1,43;100,44
Male;68,42939694;172,9153065;1,738106682;78,43306368;1,43;53,94
Male;70,42894152;196,7270351;1,788895115;89,23388209;1,69;67,83
Female;65,53331272;148,0520704;1,664546143;67,1552895;1,35;102
Male;71,70421757;202,9951328;1,821287126;92,07704339;1,59;56,68
Male;63,65150825;159,604267;1,61674831;72,39527773;1,37;103,53
Female;67,99079573;172,2176489;1,726966212;78,11661152;1,62;119,84
Male;70,38774653;181,0023589;1,787848762;82,10128895;1,41;50,05
Male;71,93484317;215,2802949;1,827145017;97,64949918;1,61;137,64
Male;68,03961633;174,3694764;1,728206255;79,09266406;1,34;97,44
Male;70,80982653;203,9784177;1,798569594;92,52305391;1,5;126
Male;67,51135804;176,0854243;1,714788494;79,87100493;1,38;95,04
Male;68,59765932;180,2217801;1,742380547;81,74722436;1,77;153,67
Male;70,44779166;199,3834529;1,789373908;90,43881294;1,84;160,8
Female;63,21668627;134,8961171;1,605703831;61,18784946;1,67;102,96
Female;64,62829474;137,1748661;1,641558686;62,22147262;1,86;76,16
Male;69,96481063;186,4515428;1,77710619;84,57299719;1,33;94,62
Male;70,78969833;186,575626;1,798058338;84,62928038;1,61;132,09
Female;62,67070857;143,8381908;1,591835998;65,24390586;1,49;74,25
Female;62,85044925;127,5188853;1,596401411;57,8415934;1,53;118,45
Female;65,62380943;136,3942316;1,66684476;61,86738277;1,63;116,39
Female;68,09768915;152,1792167;1,729681304;69,02733157;1,38;37,84
Male;73,39654293;220,9457607;1,86427219;100,2193112;1,68;145,14
Male;68,1047853;186,9080199;1,729861547;84,78005172;1,81;65,5
Female;62,5871157;153,5743484;1,589712739;69,66015266;1,74;84,32
Female;64,84952702;144,5500707;1,647177986;65,56680915;1,66;93,96
Female;66,78882199;152,4106989;1,696436079;69,13233013;1,88;166,98
Male;68,29577841;171,9167424;1,734712772;77,98012263;1,52;64,26
Female;57,27014705;94,49963415;1,454661735;42,86431302;1,49;120,78
Female;60,75972793;114,306428;1,543297089;51,84852358;1,46;85,44
Male;74,97193581;237,5753136;1,90428717;107,7623495;1,36;104,06
Male;62,80721218;139,3105709;1,595303189;63,19021202;1,88;55,2
Male;63,09448322;154,8888953;1,602599874;70,25642111;1,39;95,23
Female;64,71546467;146,1894933;1,643772803;66,31043874;1,73;66,42
Female;59,52878826;114,7521017;1,512031222;52,05067777;1,33;33,2
Female;61,20713465;104,514576;1,55466122;47,40701423;1,49;114,84
Female;68,6213425;161,3503565;1,7429821;73,18729061;1,73;73,8
Female;64,15349224;133,601933;1,629498703;60,60081743;1,3;36,8
Male;71,6576596;204,4262556;1,820104554;92,72618977;1,9;156,8
Female;65,78114516;136,6614272;1,670841087;61,98858065;1,52;72,42
Male;71,68739158;203,5618459;1,820859746;92,33410012;1,31;38,88
Female;62,78886779;130,0719252;1,594837242;58,99963282;1,41;86,45
Female;67,97933945;160,2705257;1,726675222;72,69748759;1,86;160,48
Male;64,95507833;156,5447863;1,64985899;71,00752063;1,87;79,46
Male;73,09928377;215,7091144;1,856721808;97,84400843;1,37;107,01
Female;59,85024472;101,7161626;1,520196216;46,13767526;1,59;137,34
Female;60,66988645;110,7054273;1,541015116;50,21513714;1,61;59,94
Female;62,24834635;138,3824133;1,581107997;62,76920682;1,35;45,05
Female;65,87310631;155,9155435;1,6731769;70,7221009;1,62;105,28
Male;72,06737999;202,2620741;1,830511452;91,74453355;1,71;62,92
Male;64,06295219;166,6851125;1,627198986;75,60709522;1,88;120,06
Female;66,1276369;150,4336888;1,679641977;68,23557343;1,42;105,8
Female;66,53816132;161,1436131;1,690069298;73,09351338;1,43;89,28
Male;71,32147602;192,9478736;1,811565491;87,51968327;1,79;117,39
Female;64,61926255;139,4168506;1,641329269;63,23841968;1,31;54,27
Male;67,28400618;172,6768741;1,709013757;78,32491257;1,79;81,27
Female;69,13614443;165,681834;1,756058069;75,15201575;1,79;60,63
Male;69,16895606;191,8205726;1,756891484;87,00834814;1,73;77,49
Female;61,07244351;111,765897;1,551240065;50,69615811;1,36;41,28
Female;63,95879516;148,2386673;1,624553397;67,23992843;1,51;45,45
Female;64,62375871;148,9229346;1,641443471;67,55030685;1,44;117,5
Male;65,33492768;174,6556973;1,659507163;79,22249167;1,85;118,8
Male;66,68224277;162,7669683;1,693728966;73,82985491;1,46;48
Male;69,37895012;194,4889423;1,762225333;88,21870028;1,87;93,16
Male;70,2806923;187,2586923;1,785129584;84,93911404;1,62;63,84
Female;60,17735145;98,74503773;1,528504727;44,78999569;1,67;63,18
Female;61,35948933;123,4201346;1,558531029;55,98243136;1,61;83,25
Male;62,27340148;154,2806907;1,581744398;69,98054414;1,4;64,8
Male;64,06949227;155,3447978;1,627365104;70,463215;1,82;72,6
Male;66,42424798;169,4056189;1,687175899;76,84109617;1,67;78,39
Male;67,08678122;164,1757008;1,704004243;74,46884522;1,45;105,45
Male;71,43425195;199,4379227;1,81443;90,46352003;1,9;133
Male;72,92187099;209,7487989;1,852215523;95,1404548;1,34;63
Female;61,62310303;112,5434239;1,565226817;51,04883837;1,65;71,3
Female;66,09371295;131,1501144;1,678780309;59,48869122;1,9;130,2
Male;67,70167966;159,2865106;1,719622663;72,25114585;1,54;94,64
Male;72,04988987;200,2028285;1,830067203;90,81047546;1,86;121,04
Female;69,86143098;178,3918418;1,774480347;80,91717831;1,46;99,84
Female;58,68066471;91,54600438;1,490488884;41,52456909;1,81;106,11
Male;69,32588186;218,906557;1,760877399;99,294344;1,45;72,2
Male;69,49605945;203,3539004;1,76519991;92,23977763;1,55;106,05
Male;70,28116225;211,5794961;1,785141521;95,97084508;1,65;104,65
Female;59,14124671;103,0266222;1,502187666;46,73208974;1,59;99,19
Female;60,66682247;121,5981684;1,540937291;55,15600139;1,45;114,95
Female;61,44065667;126,2999132;1,560592679;57,28867696;1,7;127,2
Female;65,73854743;153,0405291;1,669759105;69,4180163;1,65;87,4
Female;67,24386795;154,0615748;1,707994246;69,88115484;1,53;126,69
Male;71,21207602;198,0455483;1,808786731;89,83194962;1,51;116,15
Male;72,11910358;205,4912294;1,831825231;93,20925376;1,84;61,64
Female;63,84405984;140,0082381;1,62163912;63,50666854;1,45;62,7
Female;66,03501695;142,9867122;1,677289431;64,85768167;1,77;147,32
Male;68,35981059;174,1982892;1,736339189;79,01501485;1,74;153,76
Male;71,09133217;198,0309579;1,805719837;89,82533153;1,5;99
Male;71,79252376;199,8985004;1,823530104;90,67243456;1,68;118
Female;62,93981012;120,4661532;1,598671177;54,64252793;1,47;50,44
Female;63,4405158;140,1434272;1,611389101;63,56798928;1,38;66,88
Male;68,24687214;207,9255765;1,733470552;94,31345503;1,49;69,3
Male;70,53420182;181,8551974;1,791568726;82,48812999;1,73;60,27
Female;59,24792575;106,067218;1,504897314;48,11128079;1,47;112,52
Male;61,47036917;128,7240496;1,561347377;58,38824673;1,42;113,16
Female;66,09495799;153,2641882;1,678811933;69,51946636;1,34;57,12
Female;66,93820616;150,8940224;1,700230436;68,44437724;1,56;114,48
Male;65,86403447;175,5625787;1,672946476;79,63384616;1,45;118,75
Male;66,11538621;186,8483588;1,67933081;84,7529899;1,64;47,88
Male;66,42418713;157,288088;1,687174353;71,34467661;1,35;95,2
Male;64,70379212;155,8781942;1,64347632;70,70515954;1,32;104,96
Female;65,67280001;129,1032196;1,66808912;58,56023535;1,8;68,9
Male;69,74035772;181,152035;1,771405086;82,16918089;1,47;98,94
Male;73,97600524;214,2032867;1,878990533;97,16097648;1,56;122,96
Female;64,43671223;151,9237699;1,636692491;68,91146285;1,34;62,16
Female;64,84259489;142,8791805;1,64700191;64,80890611;1,6;97,9
Female;65,21151246;148,9943326;1,656372416;67,58269244;1,31;43,74
Female;65,22218182;154,3404053;1,656643418;70,00763023;1,58;117,72
Female;66,19057166;149,5818046;1,68124052;67,84916526;1,42;83,72
Male;67,49526034;165,2502638;1,714379613;74,9562588;1,88;113,16
Male;71,6499171;200,6771639;1,819907894;91,02563038;1,69;55,93
Male;65,78872979;174,5848799;1,671033737;79,19036944;1,34;84,84
Female;67,10083694;159,5907024;1,704361258;72,38912493;1,66;73,08
Female;67,42648363;156,6650346;1,712632684;71,06206434;1,88;88,32
Male;67,88055919;175,222848;1,724166203;79,4797469;1,86;84,32
Female;63,08292247;134,2652993;1,602306231;60,90171532;1,8;66,3
Female;66,1038728;148,6451826;1,679038369;67,42432066;1,51;64,64
Male;71,67929496;215,8751493;1,820654092;97,9193206;1,73;127,92
Female;57,07265625;93,74614216;1,449645469;42,5225348;1,45;112,1
Female;61,12204546;123,5979494;1,552499955;56,0630868;1,51;58,58
Female;63,39905083;143,8404297;1,610335891;65,24492141;1,62;70,56
Female;64,28173503;136,7478789;1,63275607;62,02779448;1,81;81,22
Male;69,1801611;205,1836213;1,757176092;93,06972507;1,73;99,63
Male;70,54220142;210,1988449;1,791771916;95,34459223;1,86;125,12
Female;64,25834195;140,236766;1,632161886;63,61032705;1,59;51,23
Male;70,55054847;190,3651823;1,791983931;86,3481942;1,81;83,84
Male;73,00590598;193,0864742;1,854350012;87,58255145;1,67;54,99
Male;67,07519327;182,2415316;1,703709909;82,66336823;1,38;84,48
Female;67,78044614;163,2043535;1,721623332;74,0282495;1,41;55,51
Male;72,08851042;209,5324294;1,831048165;95,04231124;1,54;115,44
Male;72,29474338;208,4748659;1,836286482;94,56260851;1,8;149,5
Female;62,83476006;137,9272443;1,596002906;62,56274563;1,4;57,6
Female;63,66450117;132,2955527;1,61707833;60,00825329;1,35;96,9
Male;63,87497175;168,0778994;1,622424282;76,23885273;1,71;52,03
Female;64,4493419;140,3371153;1,637013284;63,65584473;1,56;131,44
Male;65,45585482;161,3282278;1,662578712;73,1772532;1,89;111,2
Female;67,97274548;147,2741331;1,726507735;66,80242307;1,85;155,25
Male;70,48905264;174,0426095;1,790421937;78,94439972;1,54;43,68
Male;71,077766;183,7270955;1,805375256;83,33720868;1,7;127,2
Male;72,50942559;206,7491709;1,84173941;93,77984642;1,36;103,2
Female;63,40291648;118,2716877;1,610434079;53,64713513;1,73;136,53
Male;68,55087969;175,2195188;1,741192344;79,4782368;1,3;48,8
Female;60,68084562;113,6420604;1,541293479;51,54717151;1,87;115,08
Male;65,88013559;157,4505799;1,673355444;71,41838169;1,45;105,45
Female;66,84758482;165,2725113;1,697928654;74,9663501;1,57;46,01
Male;73,11969322;208,5784763;1,857240208;94,6096054;1,77;114,3
Male;68,14307845;188,1451421;1,730834193;85,34120091;1,77;80,01
Male;69,33697763;180,2395165;1,761159232;81,75526946;1,48;87,22
Male;69,52967117;187,5336747;1,766053648;85,06384396;1,8;126,1
Male;70,47219506;200,5757435;1,789993755;90,97962686;1,78;133,12
Male;65,28274066;163,9576346;1,658181613;74,36993206;1,58;76,68
Female;65,6732136;138,4735277;1,668099625;62,81053561;1,9;135,8
Female;66,32521562;157,6380243;1,684660477;71,50340504;1,73;134,07
Male;73,69568734;218,4155045;1,871870458;99,07160633;1,36;78,26
Female;61,5759337;121,6484397;1,564028716;55,17880407;1,48;115,64
Female;59,30778715;108,4259896;1,506417794;49,18120159;1,77;60,96
Female;65,76112678;170,8689394;1,67033262;77,50484718;1,34;57,96
Male;67,84866523;176,1726343;1,723356097;79,91056272;1,53;128,75
